"CertificateOfOrigin","EUCitizen","Perishable","Fragile","Volume","PreDeclared","MultiplePackage","Category","OnlineDeclaration","ExporterValidation","SecuredDelivery","LithiumBatteries","ExpressDelivery","EntryPoint","Origin","PaperlessBilling","PaymentMethod","Weight","Price","Inspection","packageID"
"No",0,"Yes","No",71,"Yes","Yes","Electronics","No","No","Yes","Yes","Yes","Brussels","Africa","Yes","Bank transfer (automatic)",104.3,7188.5,"No","7208-PSIHR"
"No",0,"Yes","Yes",22,"Yes","No","Clothing","No","No","No","No","No","Antwerp","China","Yes","Electronic check",44.95,926.25,"No","4012-ZTHBR"
"No",0,"No","Yes",24,"Yes","No","Clothing","No","No","No","Yes","No","Antwerp","US","Yes","Electronic check",49.45,1119.35,"No","0489-WMEMG"
"Yes",0,"No","No",7,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","US","No","Mailed check",20.6,116.6,"No","7435-ZNUYY"
"Yes",0,"Yes","Yes",5,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","Africa","No","Credit card (automatic)",19.55,68.8,"No","1354-YZFNB"
"No",0,"No","No",4,"Yes","No","Electronics","Yes","No","Yes","No","Yes","Brussels","China","Yes","Credit card (automatic)",99,287.4,"Yes","6956-SMUCM"
"No",0,"No","No",24,"Yes","Yes","Electronics","No","No","No","No","Yes","Brussels","China","Yes","Electronic check",93.5,2341.55,"No","2985-FMWYF"
"Yes",0,"No","No",27,"No",NA,"Clothing","Yes","No","No","Yes","Yes","Brussels","US","No","Credit card (automatic)",54.55,1362.85,"No","2812-ENYMO"
"No",0,"No","Yes",9,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","China","No","Mailed check",20.05,163.6,"No","2717-HVIZY"
"Yes",0,"No","No",27,"Yes","Yes","Electronics","No","No","No","No","No","Brussels","China","Yes","Electronic check",83.95,2254.2,"Yes","3223-WZWJM"
"Yes",0,"No","No",3,"Yes","Yes","Electronics","No","Yes","No","No","No","Antwerp","China","Yes","Electronic check",79.45,145.15,"No","3422-GALYP"
"Yes",0,"No","No",68,"Yes","Yes","Electronics","Yes","Yes","Yes","Yes","Yes","Brussels","Africa","No","Credit card (automatic)",116.2,7752.3,"Yes","9053-JZFKV"
"No",0,"Yes","No",72,"Yes","Yes","Electronics","No","No","No","No","Yes","Brussels","Africa","Yes","Bank transfer (automatic)",93.7,6585.35,"Yes","2530-ENDWQ"
"No",0,"No","No",60,"Yes","Yes","Clothing","Yes","Yes","Yes","Yes","No","Brussels","US","No","Credit card (automatic)",79.85,4786.1,"No","2890-WFBHU"
"Yes",0,"Yes","Yes",40,"Yes","Yes","Electronics","No","No","Yes","No","Yes","Brussels","US","No","Electronic check",100,3835.55,"No","0327-WFZSY"
"Yes",0,"No","Yes",22,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","Africa","No","Mailed check",19.6,397,"No","7977-HXJKU"
"Yes",0,"No","No",2,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","China","No","Mailed check",19.7,19.7,"Yes","6615-ZGEDR"
"No",0,"Yes","Yes",49,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","Africa","No","Bank transfer (automatic)",20.2,1027.25,"No","7033-CLAMM"
"No",1,"Yes","No",32,"No",NA,"Clothing","Yes","Yes","Yes","No","No","Brussels","US","Yes","Credit card (automatic)",50.4,1580.1,"No","4023-RTIQM"
"No",0,"Yes","Yes",65,"Yes","Yes","Electronics","Yes","Yes","Yes","Yes","Yes","Brussels","US","No","Electronic check",113.35,7222.75,"No","0864-FVJNJ"
"Yes",0,"Yes","Yes",47,"Yes","Yes","Electronics","No","Yes","No","No","No","Antwerp","China","Yes","Bank transfer (automatic)",80,3769.7,"No","7356-IWLFW"
"No",0,"No","No",53,"Yes","Yes","Clothing","No","No","Yes","Yes","Yes","Brussels","Africa","Yes","Bank transfer (automatic)",80.95,4233.95,"No","9541-PWTWO"
"No",0,"Yes","Yes",68,"Yes","Yes","Other",NA,NA,NA,NA,NA,"Other","Africa","Yes","Mailed check",24.9,1680.25,"No","3967-VQOGC"
"No",1,"No","No",68,"Yes","Yes","Clothing","No","Yes","No","No","No","Antwerp","China","No","Electronic check",54.9,3725.5,"No","7872-RDDLZ"
"No",0,"No","No",6,"Yes","Yes","Electronics","No","No","No","No","No","Antwerp","China","No","Electronic check",75.55,413.65,"Yes","9250-WYPLL"
"No",0,"Yes","No",72,"Yes","Yes","Electronics","No","Yes","Yes","Yes","Yes","Brussels","Africa","No","Electronic check",109.25,7707.7,"No","6308-CQRBU"
"No",0,"No","No",10,"Yes","No","Electronics","No","No","No","No","Yes","Antwerp","China","Yes","Bank transfer (automatic)",77.65,714.15,"Yes","2754-XBHTB"
"No",1,"No","No",27,"Yes","Yes","Electronics","Yes","Yes","No","No","No","Brussels","China","Yes","Electronic check",95,2497.2,"Yes","1597-LHYNC"
"Yes",0,"No","No",72,"Yes","Yes","Electronics","Yes","Yes","Yes","Yes","Yes","Brussels","US","Yes","Bank transfer (automatic)",116.3,8309.55,"No","0186-CAERR"
"No",0,"No","No",33,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","China","No","Bank transfer (automatic)",19.9,601.55,"No","3043-SUDUA"
"No",0,"No","No",3,"Yes","No","Electronics","No","No","No","No","No","Antwerp","China","No","Electronic check",70.35,139.25,"No","5442-BHQNG"
"No",0,"Yes","No",72,"Yes","Yes","Other",NA,NA,NA,NA,NA,"Other","Africa","No","Credit card (automatic)",25.6,1888.25,"No","2169-RRLFW"
"No",0,"No","No",61,"No",NA,"Clothing","Yes","No","Yes","No","No","Brussels","US","Yes","Electronic check",44.45,2773.9,"No","5872-OEQNH"
"No",1,"No","No",56,"Yes","Yes","Electronics","No","No","Yes","No","Yes","Brussels","US","Yes","Electronic check",100.15,5409.75,"No","3162-KKZXO"
"Yes",0,"No","No",55,"Yes","No","Electronics","Yes","Yes","No","Yes","Yes","Brussels","US","Yes","Credit card (automatic)",105.4,5643.4,"Yes","7055-VKGDA"
"Yes",0,"No","No",3,"Yes","No","Electronics","No","No","Yes","No","Yes","Brussels","China","Yes","Electronic check",95.85,197.7,"Yes","0754-UKWQP"
"No",0,"No","No",7,"Yes","Yes","Electronics","No","No","No","No","No","Antwerp","China","Yes","Mailed check",73.85,401.3,"No","8873-GLDMH"
"No",0,"Yes","Yes",49,"Yes","No","Clothing","Yes","Yes","Yes","No","No","Brussels","Africa","Yes","Credit card (automatic)",70.1,3238.4,"No","5696-JVVQY"
"Yes",0,"Yes","Yes",64,"Yes","Yes","Other",NA,NA,NA,NA,NA,"Other","Africa","No","Mailed check",25.25,1573.05,"No","8946-BFWSG"
"Yes",0,"No","No",2,"Yes","Yes","Electronics","No","Yes","No","No","No","Antwerp","China","Yes","Electronic check",79.15,79.15,"Yes","7493-TPUWZ"
"Yes",0,"No","Yes",13,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","China","No","Credit card (automatic)",21.05,235.8,"No","0547-HURJB"
"Yes",1,"Yes","No",55,"No",NA,"Clothing","No","No","No","No","No","Antwerp","China","Yes","Bank transfer (automatic)",24.95,1364.75,"No","8904-OPDCK"
"No",0,"Yes","Yes",31,"Yes","No","Clothing","No","No","Yes","Yes","Yes","Antwerp","US","Yes","Electronic check",64.5,1985.15,"No","8845-LWKGE"
"No",0,"Yes","No",31,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","China","No","Bank transfer (automatic)",19.65,655.85,"Yes","1577-HKTFG"
"No",0,"No","No",5,"Yes","No","Electronics","No","No","No","No","Yes","Antwerp","China","Yes","Electronic check",79,303.15,"Yes","8752-STIVR"
"No",0,"No","No",41,"Yes","Yes","Electronics","No","No","Yes","Yes","Yes","Brussels","US","Yes","Credit card (automatic)",105.95,4335.2,"No","0691-NIKRI"
"No",0,"Yes","Yes",10,"Yes","No","Electronics","No","No","No","Yes","No","Antwerp","China","Yes","Electronic check",75.85,647.5,"No","5022-JNQEQ"
"No",0,"Yes","Yes",18,"Yes","No","Electronics","Yes","No","No","Yes","Yes","Antwerp","China","No","Electronic check",91.85,1574.45,"Yes","4558-FANTW"
"No",0,"No","No",63,"No",NA,"Clothing","No","Yes","Yes","No","No","Brussels","Africa","Yes","Credit card (automatic)",43.6,2748.7,"No","3249-VHRIP"
"Yes",0,"No","No",29,"Yes","No","Electronics","No","Yes","No","Yes","Yes","Antwerp","US","Yes","Bank transfer (automatic)",91.25,2483.65,"No","3736-BLEPA"
"No",0,"No","No",71,"Yes","Yes","Clothing","Yes","Yes","Yes","Yes","Yes","Brussels","Africa","No","Credit card (automatic)",89.75,6367.2,"No","4701-LKOZD"
"No",0,"No","No",47,"Yes","No","Electronics","No","Yes","Yes","Yes","Yes","Brussels","Africa","Yes","Bank transfer (automatic)",104.4,4904.2,"No","6603-QWSPR"
"No",0,"Yes","No",24,"Yes","Yes","Electronics","No","No","Yes","No","No","Brussels","China","No","Mailed check",90.15,2044.95,"No","9921-QFQUL"
"Yes",0,"Yes","Yes",48,"No",NA,"Clothing","Yes","No","Yes","Yes","No","Antwerp","US","No","Electronic check",40.3,1794.8,"No","1929-ZCBHE"
"Yes",0,"Yes","Yes",69,"Yes","No","Electronics","Yes","Yes","Yes","No","Yes","Brussels","Africa","Yes","Bank transfer (automatic)",105.25,7173.15,"No","4378-MYPGO"
"No",1,"No","No",61,"Yes","Yes","Electronics","No","No","Yes","Yes","Yes","Brussels","US","Yes","Electronic check",106,6441.4,"Yes","8651-ENBZX"
"No",0,"No","Yes",68,"Yes","Yes","Electronics","No","Yes","No","Yes","Yes","Brussels","Africa","Yes","Electronic check",104,7039.05,"No","4129-LYCOI"
"No",0,"No","No",15,"Yes","No","Clothing","No","No","No","Yes","Yes","Brussels","China","Yes","Electronic check",69.65,921.4,"No","7798-JVXYM"
"Yes",0,"Yes","Yes",58,"Yes","Yes","Electronics","No","No","No","No","No","Antwerp","China","Yes","Electronic check",74.3,4018.35,"No","8647-SDTWQ"
"No",0,"Yes","Yes",56,"Yes","Yes","Electronics","Yes","No","No","No","Yes","Brussels","US","No","Mailed check",100.9,5448.6,"No","2696-ECXKC"
"Yes",0,"No","No",2,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","China","Yes","Mailed check",20.25,20.25,"No","2081-KJSQF"
"Yes",0,"No","Yes",2,"Yes","No","Clothing","No","No","No","Yes","No","Antwerp","China","Yes","Mailed check",49.9,49.9,"Yes","7623-TRNQN"
"Yes",0,"No","No",24,"Yes","Yes","Electronics","No","No","Yes","Yes","Yes","Antwerp","China","Yes","Credit card (automatic)",96.9,2085.45,"No","3323-CPBWR"
"No",0,"No","No",14,"Yes","Yes","Electronics","Yes","No","No","No","Yes","Brussels","China","Yes","Electronic check",100.35,1358.85,"Yes","9330-IJWIO"
"Yes",0,"Yes","No",48,"Yes","Yes","Electronics","No","Yes","Yes","No","Yes","Brussels","China","Yes","Electronic check",104.1,5135.15,"No","3384-CTMSF"
"Yes",0,"No","No",39,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","US","No","Mailed check",20.1,730.1,"No","0902-RFHOF"
"No",1,"Yes","No",39,"Yes","Yes","Electronics","No","No","No","No","No","Antwerp","China","Yes","Bank transfer (automatic)",74.95,2869.85,"Yes","9286-DOJGF"
"No",1,"No","No",3,"Yes","Yes","Clothing","No","Yes","No","No","No","Antwerp","China","Yes","Credit card (automatic)",56.55,118.25,"No","6048-QBXKL"
"Yes",1,"Yes","Yes",2,"Yes","No","Clothing","No","No","No","Yes","No","Antwerp","China","Yes","Credit card (automatic)",49.25,49.25,"Yes","9661-MHUMO"
"Yes",0,"Yes","No",16,"Yes","No","Electronics","No","No","No","No","No","Antwerp","China","Yes","Bank transfer (automatic)",68.6,1108.6,"No","7718-RXDGG"
"No",0,"No","No",27,"Yes","No","Electronics","No","No","No","No","No","Antwerp","China","Yes","Credit card (automatic)",69.05,1815.65,"No","1025-FALIX"
"No",0,"Yes","Yes",36,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","Africa","No","Credit card (automatic)",19.7,730.4,"No","3451-VAWLI"
"Yes",0,"No","Yes",4,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","China","Yes","Mailed check",20.05,75.45,"No","3407-QGWLG"
"Yes",0,"Yes","Yes",51,"Yes","Yes","Electronics","No","Yes","No","Yes","Yes","Brussels","China","No","Electronic check",103.7,5071.05,"Yes","1842-EZJMK"
"Yes",0,"Yes","No",43,"Yes","Yes","Electronics","Yes","No","Yes","No","No","Brussels","China","Yes","Electronic check",94.4,4014.6,"No","2347-WKKAE"
"Yes",0,"Yes","No",11,"Yes","No","Clothing","Yes","No","No","Yes","No","Antwerp","China","Yes","Credit card (automatic)",54.95,568.85,"No","8735-DCXNF"
"No",0,"Yes","No",62,"Yes","No","Electronics","Yes","Yes","No","Yes","No","Brussels","US","No","Bank transfer (automatic)",93.7,5860.7,"No","3214-IYUUQ"
"No",0,"No","No",69,"Yes","Yes","Electronics","Yes","Yes","No","Yes","Yes","Brussels","Africa","No","Credit card (automatic)",110.25,7279.35,"No","1936-UAFEH"
"Yes",0,"No","No",11,"Yes","No","Electronics","Yes","No","Yes","No","Yes","Brussels","US","Yes","Electronic check",98.9,1064.95,"No","3587-PMCOY"
"Yes",0,"Yes","No",66,"Yes","Yes","Electronics","Yes","Yes","Yes","No","No","Antwerp","US","No","Electronic check",89.75,5769.6,"Yes","8079-XRJRS"
"No",0,"Yes","Yes",73,"Yes","No","Clothing","Yes","No","Yes","Yes","Yes","Brussels","Africa","Yes","Bank transfer (automatic)",80.45,5886.85,"No","1027-LKKQQ"
"Yes",0,"Yes","Yes",56,"Yes","No","Electronics","No","Yes","No","Yes","No","Antwerp","China","No","Electronic check",79.4,4238.45,"No","7148-XZPHA"
"No",0,"No","No",2,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","China","Yes","Mailed check",20.3,20.3,"Yes","8073-IJDCM"
"No",0,"No","No",8,"Yes","No","Clothing","No","No","Yes","Yes","No","Brussels","China","No","Bank transfer (automatic)",62.8,418.3,"No","5309-TAIKL"
"No",0,"No","No",3,"Yes","Yes","Electronics","No","No","No","No","No","Antwerp","China","Yes","Mailed check",74.9,136.05,"No","6856-RAURS"
"No",0,"No","No",10,"Yes","No","Electronics","Yes","No","No","No","No","Antwerp","China","Yes","Electronic check",74.85,708.2,"No","8778-LMWTJ"
"Yes",0,"No","Yes",28,"Yes","Yes","Other",NA,NA,NA,NA,NA,"Other","Africa","Yes","Credit card (automatic)",25.85,788.55,"No","9717-IOAAF"
"Yes",1,"Yes","No",8,"Yes","Yes","Electronics","No","No","Yes","No","Yes","Brussels","China","Yes","Electronic check",101.95,700.85,"Yes","8884-ADFVN"
"No",0,"Yes","No",65,"Yes","No","Clothing","No","Yes","Yes","Yes","No","Brussels","Africa","Yes","Mailed check",68.3,4378.8,"No","2845-KDHVX"
"Yes",0,"No","No",71,"No",NA,"Clothing","Yes","No","Yes","Yes","No","Brussels","Africa","No","Bank transfer (automatic)",48.4,3442.8,"No","0848-SOMKO"
"Yes",1,"No","No",3,"Yes","Yes","Electronics","No","No","No","No","Yes","Brussels","China","Yes","Electronic check",94,181.7,"Yes","2720-WGKHP"
"Yes",1,"No","No",68,"Yes","No","Electronics","Yes","Yes","No","Yes","Yes","Brussels","Africa","Yes","Electronic check",105.05,7171.7,"No","6734-FQAJX"
"No",0,"No","No",46,"Yes","Yes","Electronics","No","Yes","No","No","Yes","Antwerp","China","Yes","Credit card (automatic)",89.3,4016.85,"Yes","2869-ADAWR"
"No",0,"No","No",25,"Yes","Yes","Other",NA,NA,NA,NA,NA,"Other","Africa","No","Credit card (automatic)",25.15,553,"No","1535-VTJOQ"
"Yes",0,"Yes","Yes",5,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","Africa","No","Credit card (automatic)",19.5,96.85,"No","6368-TZZDT"
"Yes",0,"Yes","Yes",45,"Yes","No","Electronics","No","No","Yes","No","Yes","Brussels","China","Yes","Bank transfer (automatic)",92.95,4122.9,"No","0943-ZQPXH"
"No",0,"Yes","Yes",73,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","Africa","Yes","Mailed check",20.7,1482.3,"No","1293-BSEUN"
"No",0,"No","No",2,"Yes","No","Electronics","No","Yes","No","No","No","Antwerp","China","Yes","Credit card (automatic)",74.3,74.3,"Yes","9894-EZEWG"
"Yes",0,"No","No",67,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","Africa","No","Bank transfer (automatic)",19.35,1240.8,"No","1302-TPUBN"
"Yes",0,"No","No",2,"No",NA,"Clothing","No","Yes","No","Yes","No","Brussels","China","Yes","Mailed check",44.65,44.65,"Yes","7851-FLGGQ"
"Yes",0,"Yes","Yes",14,"Yes","No","Electronics","Yes","No","No","No","No","Brussels","China","No","Electronic check",84.05,1095.3,"Yes","0637-UBJRP"
"Yes",0,"No","No",11,"Yes","Yes","Electronics","No","Yes","No","No","No","Antwerp","China","Yes","Bank transfer (automatic)",80.7,788.8,"Yes","0940-OUQEC"
"Yes",1,"Yes","No",66,"Yes","Yes","Electronics","No","Yes","Yes","No","Yes","Brussels","China","Yes","Electronic check",104.35,6578.55,"No","2378-VTKDH"
"Yes",0,"No","Yes",2,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","China","No","Mailed check",19.55,19.55,"No","0927-CNGRH"
"Yes",0,"Yes","Yes",39,"Yes","No","Clothing","Yes","Yes","Yes","Yes","Yes","Antwerp","US","No","Electronic check",74.05,2802.3,"No","8608-OZTLB"
"Yes",0,"No","Yes",24,"No",NA,"Clothing","Yes","No","Yes","Yes","No","Antwerp","Africa","No","Mailed check",40.1,857.75,"No","2335-GSODA"
"No",0,"Yes","No",11,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","US","No","Mailed check",20.1,184.4,"No","1952-DVVSW"
"Yes",0,"No","Yes",5,"Yes","Yes","Electronics","No","Yes","No","No","Yes","Brussels","China","Yes","Electronic check",101.7,364.55,"Yes","0702-PGIBZ"
"Yes",0,"Yes","Yes",73,"Yes","Yes","Clothing","Yes","No","Yes","Yes","Yes","Brussels","Africa","Yes","Credit card (automatic)",83.55,6093.3,"No","6656-GULJQ"
"No",0,"Yes","No",36,"Yes","No","Clothing","No","Yes","No","Yes","No","Antwerp","China","No","Electronic check",56.85,1861.1,"No","9853-JFZDU"
"No",0,"No","No",2,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","China","No","Mailed check",20.4,20.4,"Yes","1963-VAUKV"
"No",0,"Yes","Yes",59,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","Africa","No","Credit card (automatic)",19.55,1079.65,"No","3777-XROBG"
"Yes",0,"Yes","Yes",71,"Yes","No","Electronics","No","Yes","Yes","Yes","Yes","Brussels","US","Yes","Electronic check",106.15,7475.1,"No","6994-FGRHH"
"Yes",0,"Yes","Yes",39,"Yes","Yes","Clothing","No","Yes","Yes","No","Yes","Brussels","US","No","Credit card (automatic)",78.95,2862.55,"No","4000-VGMQP"
"No",0,"Yes","Yes",61,"No",NA,"Clothing","No","Yes","No","No","Yes","Brussels","China","Yes","Electronic check",49.75,3069.45,"No","3999-WRNGR"
"Yes",0,"No","No",27,"Yes","Yes","Electronics","Yes","Yes","No","No","Yes","Antwerp","China","Yes","Credit card (automatic)",92.4,2349.8,"No","3466-RITXD"
"No",0,"No","No",9,"Yes","No","Clothing","Yes","Yes","No","Yes","No","Antwerp","US","No","Bank transfer (automatic)",58.2,469.25,"No","2680-XKKNJ"
"Yes",0,"Yes","Yes",42,"Yes","Yes","Electronics","No","No","Yes","Yes","Yes","Brussels","US","Yes","Electronic check",102.6,4213.35,"Yes","3058-HJCUY"
"No",1,"Yes","No",37,"Yes","Yes","Electronics","No","Yes","No","No","Yes","Antwerp","China","Yes","Credit card (automatic)",91.95,3301.05,"No","2974-GGUXS"
"Yes",1,"No","No",55,"Yes","No","Clothing","No","No","Yes","Yes","No","Brussels","US","No","Bank transfer (automatic)",65.25,3529.95,"No","7994-XIRTR"
"Yes",0,"Yes","Yes",72,"Yes","Yes","Electronics","No","Yes","Yes","No","Yes","Brussels","Africa","Yes","Bank transfer (automatic)",106,7723.7,"Yes","3259-FDWOY"
"No",0,"No","No",56,"Yes","Yes","Electronics","No","No","No","No","No","Antwerp","China","Yes","Electronic check",73.1,4144.9,"No","2101-RANCD"
"No",0,"No","No",73,"Yes","Yes","Clothing","Yes","Yes","No","No","No","Antwerp","Africa","No","Bank transfer (automatic)",59.75,4265,"No","7921-BEPCI"
"No",0,"No","Yes",4,"Yes","No","Clothing","Yes","No","No","Yes","No","Antwerp","China","Yes","Mailed check",55.1,154.65,"Yes","0807-ZABDG"
"No",0,"Yes","Yes",55,"Yes","Yes","Clothing","No","Yes","Yes","No","No","Antwerp","Africa","Yes","Bank transfer (automatic)",59.8,3246.45,"No","8510-TMWYB"
"Yes",0,"Yes","Yes",73,"Yes","Yes","Electronics","Yes","Yes","Yes","Yes","Yes","Brussels","Africa","Yes","Bank transfer (automatic)",116.6,8337.45,"No","3258-ZKPAI"
"Yes",0,"No","No",53,"Yes","Yes","Electronics","Yes","No","Yes","Yes","Yes","Brussels","Africa","Yes","Electronic check",109.3,5731.4,"No","1428-IEDPR"
"No",1,"No","No",61,"Yes","Yes","Electronics","Yes","No","No","No","Yes","Brussels","US","Yes","Bank transfer (automatic)",101.4,6176.6,"No","5298-GSTLM"
"No",0,"No","No",40,"No",NA,"Clothing","No","No","Yes","No","Yes","Brussels","China","Yes","Credit card (automatic)",50.65,1905.4,"No","4450-YOOHP"
"No",0,"No","No",16,"Yes","No","Clothing","No","No","No","No","Yes","Antwerp","US","No","Mailed check",56.15,931.9,"No","6728-CZFEI"
"Yes",0,"No","No",70,"Yes","Yes","Electronics","No","No","Yes","Yes","Yes","Brussels","Africa","Yes","Bank transfer (automatic)",106.5,7348.8,"Yes","5748-RNCJT"
"Yes",0,"Yes","Yes",44,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","US","Yes","Mailed check",19.2,776.25,"No","3653-NCRDJ"
"No",1,"No","No",64,"Yes","Yes","Clothing","Yes","Yes","Yes","Yes","Yes","Antwerp","US","No","Bank transfer (automatic)",83,5243.05,"No","6121-TNHBO"
"Yes",1,"Yes","No",3,"Yes","No","Electronics","No","No","No","No","No","Antwerp","China","No","Electronic check",70.1,141.65,"No","5119-NZPTV"
"No",0,"Yes","Yes",73,"Yes","No","Electronics","Yes","Yes","Yes","Yes","Yes","Brussels","Africa","Yes","Bank transfer (automatic)",108.3,7679.65,"No","6519-ZHPXP"
"No",0,"Yes","Yes",33,"Yes","Yes","Electronics","No","No","Yes","No","No","Brussels","China","Yes","Bank transfer (automatic)",91.05,2954.5,"Yes","7739-LAXOG"
"Yes",0,"Yes","Yes",41,"Yes","Yes","Other",NA,NA,NA,NA,NA,"Other","Africa","No","Credit card (automatic)",25.25,1006.9,"No","3472-QPRCH"
"No",0,"Yes","No",59,"No",NA,"Clothing","Yes","Yes","No","No","Yes","Antwerp","US","Yes","Electronic check",45.35,2540.1,"No","8224-UAXBZ"
"Yes",0,"No","No",68,"No",NA,"Clothing","Yes","No","No","Yes","Yes","Antwerp","Africa","No","Electronic check",43.9,3097.2,"No","9610-WCESF"
"No",1,"Yes","No",52,"Yes","Yes","Electronics","Yes","No","No","No","No","Antwerp","China","Yes","Electronic check",77.5,3807.35,"Yes","9776-CLUJA"
"Yes",0,"Yes","No",32,"Yes","Yes","Clothing","No","No","Yes","Yes","Yes","Brussels","US","Yes","Mailed check",79.3,2484,"No","2486-WYVVE"
"Yes",1,"Yes","No",70,"Yes","Yes","Electronics","Yes","Yes","No","No","No","Antwerp","China","Yes","Credit card (automatic)",84.9,5785.65,"No","3865-ZYKAD"
